id_cliente,telefono,fecha_contacto,resultado,agente,importe,producto
138,541155554347,2024-01-18,Contactado,Pedro,,B
139,1155551870,2024-01-08,Contactado,Juan,1770.0,A
140,1155555501,2024-01-15,No contesta,SIN_ASIGNAR,1242.0,C
142,1155551668,2024-01-10,No contesta,Lucía,,A
143,1155554147,2024-01-17,No contesta,SIN_ASIGNAR,,A
144,1155552946,2024-01-23,Contactado,Lucía,,B
145,1155559600,2024-01-11,No contesta,Ana,,B
147,1155551274,2024-01-06,Contactado,Pedro,,B
150,1155556779,2024-01-27,Fuera de servicio,Marcos,,A
152,541155552897,2024-01-28,Contactado,Pedro,,A
154,1155555854,2024-01-19,Fuera de servicio,Ana,,B
155,1155556367,2024-01-16,No contesta,Pedro,,C
156,1155552474,2024-01-20,Contactado,Marcos,1972.0,C
157,1155557339,2024-01-27,Error,Ana,,C
159,1155554383,2024-01-06,No contesta,Ana,1553.0,A
163,1155557910,2024-01-23,Error,Marcos,,C
164,1155554485,2024-01-17,Error,SIN_ASIGNAR,,A
165,1155553863,2024-01-26,No contesta,SIN_ASIGNAR,1382.0,B
167,541155555271,2024-01-20,Contactado,Marcos,,B
168,1155556414,2024-01-13,Contactado,SIN_ASIGNAR,,C
172,1155556353,2024-01-26,Contactado,SIN_ASIGNAR,1038.0,A
173,1155555214,2024-01-27,Contactado,Marcos,,B
175,1155556917,2024-01-06,No contesta,SIN_ASIGNAR,1465.0,B
177,541155552227,2024-01-29,No contesta,Marcos,,C
178,541155556657,2024-01-14,Contactado,SIN_ASIGNAR,,B
179,1155554656,2024-01-04,Contactado,Ana,,A
180,1155555091,2024-01-23,Contactado,Marcos,,A
183,1155552812,2024-01-06,Fuera de servicio,Juan,,B
184,1155558788,2024-01-05,Contactado,Juan,,C
186,1155551517,2024-01-02,Error,Lucía,,B
187,1155559193,2024-01-08,Contactado,Pedro,1916.0,B
188,1155554107,2024-01-02,No contesta,Lucía,,A
189,1155550659,2024-01-20,Contactado,Pedro,,B
190,1155553385,2024-01-16,No contesta,Ana,,B
191,1155559708,2024-01-06,Fuera de servicio,Juan,1736.0,B
192,1155557184,2024-01-04,No contesta,SIN_ASIGNAR,,A
193,1155553139,2024-01-18,Contactado,Marcos,1578.0,B
195,541155553047,2024-01-25,No contesta,Juan,1216.0,B
196,541155552169,2024-01-25,No contesta,Pedro,1062.0,C
197,1155559318,2024-01-13,No contesta,Juan,,A
198,1155557495,2024-01-29,Contactado,Ana,1958.0,B
199,541155554229,2024-01-01,Contactado,Marcos,,C
201,1155554999,2024-01-07,Contactado,Lucía,,C
202,541155558897,2024-01-01,Contactado,Juan,1893.0,A
203,1155557395,2024-01-13,Contactado,Marcos,,C
204,1155558451,2024-01-22,Error,Lucía,,B
205,1155556214,2024-01-08,Contactado,Juan,,B
206,1155556078,2024-01-02,No contesta,Marcos,,B
209,541155555785,2024-01-01,No contesta,Lucía,,B
210,1155556154,2024-01-29,No contesta,Pedro,1954.0,C
211,1155554464,2024-01-21,Error,Pedro,1134.0,B
213,1155555487,2024-01-09,Contactado,Juan,,C
216,1155553848,2024-01-23,No contesta,Lucía,,B
217,1155558675,2024-01-31,No contesta,Lucía,,B
218,1155557045,2024-01-25,Error,Pedro,,A
219,1155556907,2024-01-25,Error,SIN_ASIGNAR,,A
220,541155552655,2024-01-19,No contesta,Marcos,,B
221,1155558475,2024-01-30,Contactado,Marcos,,C
223,1155556467,2024-01-31,No contesta,Ana,,A
224,1155551211,2024-01-05,No contesta,Juan,,B
225,541155553475,2024-01-01,Fuera de servicio,SIN_ASIGNAR,,A
226,541155555031,2024-01-02,Error,Ana,,B
227,1155553246,2024-01-22,Contactado,Marcos,,A
229,541155556037,2024-01-07,No contesta,Pedro,1548.0,B
230,1155558140,2024-01-06,Contactado,Marcos,,B
231,541155557946,2024-01-04,No contesta,Lucía,1864.0,B
234,1155559576,2024-01-25,Contactado,Pedro,,C
235,1155557356,2024-01-29,No contesta,Pedro,,A
237,1155554882,2024-01-23,Fuera de servicio,Lucía,,C
238,1155553316,2024-01-23,No contesta,Juan,,B
239,1155554808,2024-01-27,Fuera de servicio,Marcos,,A
240,1155557244,2024-01-07,Contactado,Lucía,,C
241,541155555830,2024-01-12,No contesta,Juan,,C
242,541155552116,2024-01-13,Fuera de servicio,Pedro,,A
244,1155556791,2024-01-15,No contesta,Lucía,,B
245,541155558695,2024-01-05,No contesta,Pedro,,B
246,1155551744,2024-01-28,No contesta,Juan,,C
247,1155556827,2024-01-14,Fuera de servicio,SIN_ASIGNAR,1955.0,A
250,541155554192,2024-01-02,No contesta,SIN_ASIGNAR,,B
253,1155553180,2024-01-01,No contesta,Juan,,C
255,1155552161,2024-01-02,Contactado,Ana,,B
256,1155555322,2024-01-09,No contesta,Juan,,C
257,1155558917,2024-01-11,Contactado,Marcos,,A
259,541155556632,2024-01-18,Fuera de servicio,Juan,1848.0,C
260,1155556864,2024-01-05,Error,Juan,1324.0,C
263,1155558415,2024-01-14,No contesta,Pedro,,B
264,541155557524,2024-01-31,Error,Marcos,,C
265,541155552252,2024-01-05,Contactado,Lucía,,B
267,1155557041,2024-01-17,No contesta,Juan,,A
269,1155551522,2024-01-31,Contactado,Marcos,,B
270,541155555636,2024-01-20,No contesta,SIN_ASIGNAR,1598.0,C
271,1155559787,2024-01-10,Error,Lucía,,B
272,1155554255,2024-01-20,Contactado,Pedro,1849.0,C
273,1155553364,2024-01-23,Contactado,Lucía,,B
274,1155556131,2024-01-21,No contesta,Pedro,1279.0,C
275,1155557630,2024-01-12,Contactado,Juan,,A
280,1155554928,2024-01-06,Contactado,SIN_ASIGNAR,,B
282,1155551371,2024-01-03,Error,Ana,,B
283,541155555800,2024-01-12,Error,Marcos,1489.0,B
284,1155555270,2024-01-29,Contactado,Pedro,,C
286,1155551720,2024-01-04,No contesta,Ana,1595.0,B
289,1155551898,2024-01-20,No contesta,Ana,,B
292,1155555620,2024-01-04,Contactado,Marcos,,C
294,541155554050,2024-01-07,Fuera de servicio,Marcos,,A
295,1155553462,2024-01-08,No contesta,Pedro,,B
299,1155554689,2024-01-14,No contesta,Marcos,1335.0,C
302,541155552883,2024-01-18,Contactado,Marcos,,A
304,1155552125,2024-01-03,Error,Ana,,A
307,1155555963,2024-01-17,Contactado,Juan,,C
309,541155552368,2024-01-11,Contactado,Juan,,B
310,541155557597,2024-01-26,Contactado,Pedro,,A
311,1155552682,2024-01-30,Contactado,SIN_ASIGNAR,,A
312,541155553348,2024-01-14,No contesta,Ana,1803.0,A
314,1155558849,2024-01-11,Error,Ana,,C
320,1155556031,2024-01-23,No contesta,Juan,,C
321,1155552379,2024-01-17,Fuera de servicio,Marcos,,C
322,541155557890,2024-01-30,Error,Lucía,,A
323,1155553839,2024-01-28,Contactado,Marcos,,C
324,1155554860,2024-01-01,No contesta,Ana,,A
326,1155559667,2024-01-25,No contesta,Marcos,1410.0,C
327,1155555176,2024-01-07,Contactado,Pedro,,B
329,541155552006,2024-01-27,Error,Marcos,,C
330,1155556260,2024-01-16,No contesta,Ana,,A
331,1155552582,2024-01-07,Error,Juan,,C
333,541155559740,2024-01-17,No contesta,Marcos,,B
334,1155552622,2024-01-10,Contactado,Marcos,,B
336,1155556378,2024-01-24,No contesta,SIN_ASIGNAR,,C
338,1155552469,2024-01-07,Fuera de servicio,Lucía,,B
341,1155556408,2024-01-17,No contesta,Juan,,C
342,1155558758,2024-01-16,Contactado,Pedro,,C
344,1155552762,2024-01-26,Contactado,Pedro,1693.0,A
346,541155553548,2024-01-18,Fuera de servicio,Pedro,1417.0,B
348,1155557891,2024-01-24,Contactado,Juan,,C
349,1155559497,2024-01-11,Fuera de servicio,Pedro,1729.0,A
350,1155551588,2024-01-19,No contesta,Lucía,,C
351,1155556923,2024-01-05,Contactado,Lucía,,A
353,1155555050,2024-01-28,Contactado,SIN_ASIGNAR,1767.0,C
354,541155554820,2024-01-19,No contesta,SIN_ASIGNAR,,C
355,1155552793,2024-01-10,Contactado,Ana,,C
357,1155550188,2024-01-13,No contesta,Lucía,,A
358,1155550752,2024-01-14,Fuera de servicio,Juan,1448.0,C
360,1155552343,2024-01-21,No contesta,Pedro,,B
361,1155555398,2024-01-30,No contesta,SIN_ASIGNAR,1902.0,A
362,541155557639,2024-01-05,Contactado,Marcos,1860.0,B
364,1155556796,2024-01-22,No contesta,Ana,,A
366,1155558010,2024-01-20,Fuera de servicio,Pedro,,C
368,1155551630,2024-01-11,Contactado,Marcos,1345.0,B
369,541155554858,2024-01-06,Contactado,Lucía,,A
370,1155558672,2024-01-22,Error,Pedro,,B
371,1155553199,2024-01-01,Error,Lucía,,A
372,1155559267,2024-01-11,Contactado,Lucía,,B
373,541155558132,2024-01-02,Fuera de servicio,Marcos,,C
374,1155552654,2024-01-09,Fuera de servicio,Pedro,1127.0,B
375,1155559919,2024-01-16,Contactado,Ana,1038.0,C
376,541155557132,2024-01-22,Error,Marcos,,C
378,1155553415,2024-01-16,Contactado,Pedro,1682.0,A
380,1155559873,2024-01-03,No contesta,Lucía,1001.0,A
381,541155559948,2024-01-28,Contactado,Ana,1702.0,C
383,541155551661,2024-01-23,Contactado,Lucía,,C
388,1155555782,2024-01-26,Error,Juan,,C
389,1155558565,2024-01-26,No contesta,Ana,,B
390,1155556218,2024-01-15,Contactado,SIN_ASIGNAR,,B
391,1155557696,2024-01-09,No contesta,Juan,,C
392,1155550206,2024-01-25,Error,Juan,,B
393,541155554557,2024-01-10,Contactado,Juan,1163.0,B
395,1155556714,2024-01-13,No contesta,Marcos,1795.0,B
396,541155559487,2024-01-02,Fuera de servicio,Marcos,1885.0,B
397,1155553889,2024-01-27,Error,Pedro,,A
398,1155558846,2024-01-23,Contactado,Marcos,1854.0,A
399,1155550911,2024-01-01,No contesta,Marcos,,B
402,1155558182,2024-01-26,No contesta,Marcos,,B
404,1155556561,2024-01-02,No contesta,Lucía,1782.0,A
406,1155554375,2024-01-29,Fuera de servicio,Marcos,1445.0,A
409,1155553923,2024-01-29,Error,Ana,1859.0,C
410,1155556005,2024-01-24,No contesta,SIN_ASIGNAR,,C
411,1155557291,2024-01-18,Error,Marcos,,C
412,541155551291,2024-01-06,Error,Ana,,C
413,541155555591,2024-01-18,Fuera de servicio,Lucía,1526.0,C
418,541155556352,2024-01-04,Fuera de servicio,Juan,,A
419,1155555786,2024-01-15,No contesta,Lucía,,B
420,1155555947,2024-01-13,Error,Marcos,,A
421,541155551045,2024-01-28,Error,Ana,,A
425,541155552473,2024-01-21,No contesta,Pedro,,B
429,541155554510,2024-01-25,Contactado,Lucía,,B
430,1155558460,2024-01-19,No contesta,Marcos,1073.0,C
431,1155554583,2024-01-26,Contactado,Marcos,,B
434,1155557017,2024-01-21,No contesta,SIN_ASIGNAR,,A
435,1155556958,2024-01-26,No contesta,Marcos,1793.0,B
436,1155558554,2024-01-01,No contesta,Juan,,B
437,1155553818,2024-01-19,Error,Pedro,,B
438,541155557625,2024-01-18,Contactado,SIN_ASIGNAR,,A
439,1155552307,2024-01-23,Contactado,Ana,1928.0,B
440,541155551691,2024-01-10,No contesta,Lucía,,A
441,1155554198,2024-01-15,Contactado,Lucía,,C
444,1155551122,2024-01-20,No contesta,Marcos,1306.0,C
445,1155555003,2024-01-27,Contactado,Marcos,,C
446,1155558101,2024-01-12,Contactado,SIN_ASIGNAR,,A
447,1155554239,2024-01-18,No contesta,Lucía,,A
448,541155555845,2024-01-09,Contactado,Marcos,,A
450,1155553333,2024-01-30,Fuera de servicio,Juan,,A
451,1155558194,2024-01-29,Error,Pedro,,C
456,541155551562,2024-01-05,Contactado,Juan,,C
458,541155554893,2024-01-27,Error,Ana,1317.0,C
460,1155556024,2024-01-23,No contesta,Juan,,C
461,1155556788,2024-01-01,Contactado,Juan,,B
462,1155550202,2024-01-28,No contesta,SIN_ASIGNAR,,B
463,541155558730,2024-01-25,No contesta,Ana,,C
464,1155557903,2024-01-21,Error,Lucía,,B
466,1155552979,2024-01-16,No contesta,SIN_ASIGNAR,1903.0,A
467,1155557105,2024-01-21,Fuera de servicio,Pedro,,B
469,1155555602,2024-01-23,No contesta,SIN_ASIGNAR,,C
471,1155552106,2024-01-15,Error,SIN_ASIGNAR,1196.0,A
472,541155555971,2024-01-14,No contesta,Pedro,1267.0,B
473,1155556665,2024-01-19,Fuera de servicio,Marcos,,B
474,1155555790,2024-01-25,Contactado,Pedro,,B
475,1155558135,2024-01-30,Contactado,Lucía,,A
477,1155556747,2024-01-29,Contactado,Juan,,B
479,541155551996,2024-01-05,Contactado,Ana,,A
482,1155559180,2024-01-10,No contesta,SIN_ASIGNAR,,B
484,1155559995,2024-01-18,No contesta,Ana,1910.0,B
485,1155555536,2024-01-26,Error,SIN_ASIGNAR,,C
487,1155554123,2024-01-29,No contesta,Pedro,,B
488,1155555853,2024-01-20,Contactado,Pedro,,A
489,1155555903,2024-01-07,Error,Marcos,,C
490,1155554732,2024-01-23,Error,Marcos,,A
492,1155558136,2024-01-10,Contactado,Pedro,,A
494,541155555609,2024-01-10,Error,Marcos,,A
495,1155558374,2024-01-18,Contactado,Lucía,,C
496,1155555120,2024-01-12,Error,Ana,,B
497,541155554495,2024-01-11,Fuera de servicio,SIN_ASIGNAR,,C
499,541155555615,2024-01-03,No contesta,Ana,,C
500,1155552656,2024-01-23,Contactado,Pedro,,C
